district,crop,pattam,soil_type,irrigation_type,land_area_acres,temperature,humidity,rainfall_mm,soil_ph,soil_n,soil_p,soil_k,soil_ec,soil_organic_carbon,yield_per_acre,total_production_kg
Ariyalur,Cotton,Samba / Thaladi (Main Rice Season),Sandy Soil,Sprinkler,10.88,25.2,78.4,1124.5,7.73,74.6,75.4,88.5,0.45,0.55,740.83,8060.23
Kallakurichi,Coriander,Samba / Thaladi (Main Rice Season),Clay Soil,Rainfed,3.27,26.8,68.5,267.0,7.91,25.0,36.5,5.7,0.39,0.89,267.53,874.82
Chengalpattu,Bengal Gram,Samba / Thaladi (Main Rice Season),Clay Loam,Sprinkler,18.85,21.2,98.0,382.6,7.24,18.9,31.1,5.0,0.92,0.82,568.1,10708.69
Theni,Cauliflower,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Well / Tube Well,15.46,23.9,76.8,888.4,6.51,202.7,97.8,158.0,1.17,0.82,12414.95,191935.13
Tiruppur,Little Millet,Samba / Thaladi (Main Rice Season),Sandy Soil,Well / Tube Well,1.39,33.3,84.2,434.7,7.3,42.2,20.2,64.4,1.35,0.79,1037.06,1441.51
Perambalur,Cotton,Chithirai Pattam (Summer),Sandy Soil,Rainfed,5.08,34.7,72.5,849.9,7.88,126.0,44.1,71.2,1.74,0.84,1119.36,5686.35
Kallakurichi,Finger Millet,Samba / Thaladi (Main Rice Season),Red Loam,Drip Irrigation,3.94,24.2,54.0,667.6,4.85,70.7,25.7,37.1,0.36,0.89,1585.17,6245.57
Chengalpattu,Okra (Bhendi),Chithirai Pattam (Summer),Clay Soil,Drip Irrigation,22.64,32.6,52.9,593.9,7.13,32.5,42.2,45.2,1.52,0.74,6732.19,152416.78
Mayiladuthurai,Grapes,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Canal Irrigation,17.52,33.4,73.6,604.4,7.29,204.6,119.1,261.4,1.78,0.51,17537.85,307263.13
Pudukkottai,Tomato,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Sprinkler,5.84,20.2,68.7,648.2,5.91,172.9,71.9,120.7,1.29,0.56,11945.35,69760.84
Nagapattinam,Coriander,Thai Pattam (Winter / Post-Monsoon),Alluvial,Sprinkler,9.01,23.9,74.8,448.8,7.06,26.3,57.5,5.0,0.62,0.5,394.06,3550.48
Theni,Chilli,Chithirai Pattam (Summer),Laterite Soil,Drip Irrigation,1.84,19.6,50.3,662.6,7.5,140.7,50.6,80.1,1.64,0.63,6935.48,12761.28
Tenkasi,Cowpea,Aadi Pattam (Monsoon Sowing),Alluvial,Canal Irrigation,19.49,24.6,54.1,662.3,6.46,30.9,54.9,5.0,1.03,1.06,664.44,12949.94
Perambalur,Mango,Chithirai Pattam (Summer),Alluvial,Rainfed,24.58,27.8,60.8,1016.9,7.05,320.0,259.0,421.6,1.72,0.51,7496.45,184262.74
Vellore,Chilli,Chithirai Pattam (Summer),Clay Soil,Drip Irrigation,20.21,28.3,70.5,813.8,6.52,167.4,53.8,57.3,0.31,0.82,7755.12,156730.98
Vellore,French Beans,Thai Pattam (Winter / Post-Monsoon),Laterite Soil,Sprinkler,6.17,22.1,65.9,496.8,6.06,66.3,83.9,94.1,0.33,0.94,4809.69,29675.79
Tiruvarur,Carrot,Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Well / Tube Well,7.74,16.8,73.5,640.2,7.73,51.3,38.9,98.2,0.88,0.43,8567.96,66316.01
Vellore,Red Gram,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Drip Irrigation,23.99,25.6,89.9,748.1,7.12,26.9,49.7,41.8,0.89,0.66,868.94,20845.87
Dharmapuri,Pearl Millet,Kar (Early Monsoon),Black Cotton Soil,Well / Tube Well,17.56,31.5,71.0,434.7,7.6,107.4,41.0,78.4,0.58,0.36,1903.11,33418.61
Perambalur,Pearl Millet,Samba / Thaladi (Main Rice Season),Sandy Loam,Well / Tube Well,19.84,36.5,72.1,501.2,7.87,88.9,45.3,17.1,0.42,0.64,1582.28,31392.44
Virudhunagar,Okra (Bhendi),Samba / Thaladi (Main Rice Season),Clay Loam,Rainfed,14.56,27.9,74.5,764.6,7.04,75.5,35.9,47.7,1.21,0.97,7123.12,103712.63
Tiruppur,Drumstick (Moringa),Purattasi Pattam (Autumn),Clay Soil,Rainfed,0.83,26.8,91.7,543.5,6.54,96.5,29.1,60.1,1.5,0.64,12054.08,10004.89
Madurai,Papaya,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Well / Tube Well,14.39,26.2,47.7,1356.9,6.09,122.7,135.7,268.2,0.34,0.6,29794.44,428741.99
Dharmapuri,Green Gram,Purattasi Pattam (Autumn),Laterite Soil,Sprinkler,6.98,30.5,54.9,511.2,6.32,28.6,58.2,54.8,1.72,0.97,587.46,4100.47
Kancheepuram,Radish,Aadi Pattam (Monsoon Sowing),Laterite Soil,Drip Irrigation,22.11,20.9,67.8,255.3,6.12,42.8,22.9,14.3,0.49,0.86,5938.57,131301.78
Karur,Papaya,Aadi Pattam (Monsoon Sowing),Sandy Soil,Drip Irrigation,6.97,36.7,85.0,1575.3,6.71,247.8,240.1,239.7,1.25,0.43,31838.31,221913.02
Vellore,Kodo Millet,Aadi Pattam (Monsoon Sowing),Alluvial,Sprinkler,11.04,27.0,78.4,641.6,6.57,28.5,24.0,6.8,0.74,0.86,590.16,6515.37
Pudukkottai,Brinjal,Chithirai Pattam (Summer),Alluvial,Canal Irrigation,21.39,28.7,71.1,791.6,6.63,78.2,56.8,80.0,1.33,0.63,15914.34,340407.73
Madurai,Cotton,Samba / Thaladi (Main Rice Season),Red Loam,Rainfed,5.24,32.4,98.0,695.1,7.75,129.6,71.9,35.1,0.41,1.07,1122.48,5881.8
Tenkasi,Cowpea,Chithirai Pattam (Summer),Black Cotton Soil,Drip Irrigation,0.99,31.5,49.6,585.3,7.09,23.5,65.5,24.2,0.21,0.92,686.13,679.27
Chengalpattu,Mango,Samba / Thaladi (Main Rice Season),Black Cotton Soil,Well / Tube Well,23.89,30.7,79.5,1114.5,6.71,327.5,228.5,422.9,1.43,0.9,6962.23,166327.67
Tiruvarur,Beetroot,Kar (Early Monsoon),Laterite Soil,Sprinkler,3.79,22.2,85.4,446.8,7.46,53.5,52.5,98.9,1.53,0.82,8060.75,30550.24
Namakkal,Gingelly (Sesame),Kar (Early Monsoon),Alluvial,Drip Irrigation,20.73,30.8,55.3,445.0,6.41,25.8,24.2,49.9,0.72,0.42,503.79,10443.57
Tenkasi,Sorghum,Purattasi Pattam (Autumn),Clay Loam,Rainfed,24.66,36.6,82.4,428.7,7.32,102.8,63.1,77.1,0.77,0.99,2176.53,53673.23
Namakkal,Cotton,Kar (Early Monsoon),Alluvial,Rainfed,19.01,28.9,70.1,740.0,7.69,165.7,58.3,50.8,1.44,0.8,1330.39,25290.71
Chengalpattu,Grapes,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Sprinkler,23.07,23.1,54.6,834.3,6.06,157.3,72.1,308.5,0.64,0.78,6888.41,158915.62
Cuddalore,Carrot,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Well / Tube Well,16.31,24.3,64.3,675.8,5.96,52.4,72.1,42.4,1.01,0.43,6824.7,111310.86
Ramanathapuram,Kodo Millet,Purattasi Pattam (Autumn),Red Loam,Sprinkler,8.11,26.1,58.7,637.2,7.34,45.9,14.9,6.4,0.73,1.01,604.0,4898.44
Tiruchirappalli,Coconut,Kar (Early Monsoon),Sandy Loam,Drip Irrigation,14.93,24.3,82.8,1557.3,5.73,786.4,286.0,1211.4,1.39,0.53,14190.6,211865.66
Ariyalur,Maize,Chithirai Pattam (Summer),Black Cotton Soil,Sprinkler,8.64,28.9,89.4,572.3,5.92,158.4,85.9,48.3,1.48,0.78,2304.68,19912.44
Ranipet,Castor,Purattasi Pattam (Autumn),Sandy Loam,Sprinkler,8.42,24.6,44.1,488.1,5.89,37.7,26.6,38.0,0.43,0.67,540.51,4551.09
Nagapattinam,Green Gram,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Well / Tube Well,4.99,27.1,72.3,675.8,7.69,24.9,29.4,7.6,1.35,0.44,227.5,1135.23
Virudhunagar,Beetroot,Samba / Thaladi (Main Rice Season),Black Cotton Soil,Sprinkler,15.49,22.0,53.2,594.2,6.9,66.6,45.1,180.7,1.01,0.56,11341.61,175681.54
Thoothukudi,Kodo Millet,Kar (Early Monsoon),Black Cotton Soil,Drip Irrigation,14.64,28.3,51.3,418.3,6.3,34.5,21.9,32.3,0.97,0.79,984.29,14410.01
The Nilgiris,Grapes,Chithirai Pattam (Summer),Laterite Soil,Well / Tube Well,1.57,26.6,82.6,659.1,7.91,232.6,175.9,280.7,0.22,0.38,13494.37,21186.16
Vellore,Foxtail Millet,Purattasi Pattam (Autumn),Clay Soil,Rainfed,6.39,20.3,74.0,367.6,7.47,37.4,18.6,19.3,1.67,0.56,473.97,3028.67
Mayiladuthurai,Cabbage,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Sprinkler,13.93,15.1,83.1,544.5,6.41,107.4,74.3,76.6,0.38,0.53,11372.25,158415.44
Perambalur,Drumstick (Moringa),Thai Pattam (Winter / Post-Monsoon),Clay Loam,Sprinkler,5.89,27.7,76.9,620.0,6.64,70.7,63.1,57.6,0.71,0.59,11697.52,68898.39
Chennai,Coriander,Samba / Thaladi (Main Rice Season),Sandy Loam,Canal Irrigation,5.72,23.0,81.0,561.9,6.93,21.9,37.5,20.7,1.61,0.65,366.32,2095.35
Virudhunagar,Pearl Millet,Kar (Early Monsoon),Sandy Loam,Drip Irrigation,16.33,30.5,84.0,590.8,6.64,60.8,37.6,37.1,0.9,0.94,1205.56,19686.79
Ramanathapuram,Horse Gram,Thai Pattam (Winter / Post-Monsoon),Laterite Soil,Rainfed,15.2,25.7,39.7,373.9,7.05,11.0,22.1,5.0,1.46,0.65,256.01,3891.35
Tiruppur,Muskmelon,Aadi Pattam (Monsoon Sowing),Black Cotton Soil,Sprinkler,22.26,34.5,61.4,571.5,6.07,54.2,27.5,70.9,1.01,0.94,8390.44,186771.19
Krishnagiri,Sugarcane,Samba / Thaladi (Main Rice Season),Red Loam,Rainfed,13.58,27.9,79.2,1684.9,7.88,372.4,62.4,138.7,0.86,0.97,66447.49,902356.91
Tiruchirappalli,Little Millet,Purattasi Pattam (Autumn),Clay Soil,Well / Tube Well,9.96,23.2,65.3,522.2,6.79,44.9,25.3,45.8,0.48,1.0,1087.19,10828.41
Tiruchirappalli,Jasmine (Mullai / Madurai Malli),Samba / Thaladi (Main Rice Season),Sandy Soil,Well / Tube Well,4.27,29.7,83.5,800.5,7.41,81.9,260.2,277.7,1.49,0.91,3970.42,16953.69
Kancheepuram,Green Gram,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Canal Irrigation,17.96,31.1,69.7,603.1,6.52,22.5,41.5,34.9,1.7,1.04,659.85,11850.91
Dindigul,Pearl Millet,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Well / Tube Well,8.06,36.4,57.7,312.9,6.99,84.1,31.1,61.7,1.78,1.03,1298.27,10464.06
Erode,Jasmine (Mullai / Madurai Malli),Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Rainfed,6.83,31.8,52.7,967.5,6.96,105.2,175.6,256.5,0.7,0.47,3279.69,22400.28
Madurai,Ginger,Chithirai Pattam (Summer),Sandy Soil,Drip Irrigation,1.47,22.4,64.7,1806.7,5.76,78.0,69.9,22.2,1.68,0.93,9680.8,14230.78
Dharmapuri,Kodo Millet,Thai Pattam (Winter / Post-Monsoon),Alluvial,Drip Irrigation,13.35,28.3,57.0,537.6,6.84,43.4,24.1,41.0,0.35,0.69,1275.71,17030.73
Tiruchirappalli,Muskmelon,Kar (Early Monsoon),Sandy Loam,Canal Irrigation,14.9,32.4,77.0,564.5,6.97,57.3,32.6,33.2,1.34,0.56,10180.32,151686.77
Dharmapuri,Black Pepper,Kar (Early Monsoon),Sandy Loam,Canal Irrigation,15.95,21.6,40.4,2312.6,5.61,69.5,39.8,117.4,0.63,0.46,1242.78,19822.34
Kanniyakumari,Barnyard Millet,Chithirai Pattam (Summer),Black Cotton Soil,Rainfed,14.73,23.0,86.4,350.2,7.02,51.3,11.9,24.8,0.91,0.94,846.25,12465.26
Thanjavur,Green Gram,Purattasi Pattam (Autumn),Red Loam,Well / Tube Well,11.58,31.0,82.9,609.4,6.87,21.1,41.4,25.2,1.31,0.57,541.95,6275.78
Nagapattinam,Coriander,Chithirai Pattam (Summer),Sandy Loam,Canal Irrigation,8.52,24.0,54.0,456.4,7.32,32.7,16.1,25.0,1.2,1.07,514.19,4380.9
Erode,Kodo Millet,Samba / Thaladi (Main Rice Season),Clay Soil,Canal Irrigation,10.65,31.6,66.9,408.1,6.51,41.5,15.6,50.9,0.36,0.85,1015.93,10819.65
Tiruchirappalli,Snake Gourd,Aadi Pattam (Monsoon Sowing),Red Loam,Sprinkler,21.55,30.5,65.6,960.6,7.03,53.4,55.4,35.4,1.23,0.61,4521.35,97435.09
Pudukkottai,Little Millet,Samba / Thaladi (Main Rice Season),Clay Soil,Canal Irrigation,12.89,27.9,74.7,302.6,6.47,38.4,10.0,71.5,0.51,0.46,777.86,10026.62
Karur,Pearl Millet,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Canal Irrigation,20.54,23.6,69.8,465.1,8.05,65.8,54.4,19.2,1.59,0.71,650.0,13351.0
Kancheepuram,Pumpkin,Purattasi Pattam (Autumn),Sandy Loam,Rainfed,23.24,31.7,68.6,711.4,6.89,76.6,48.7,58.9,0.38,0.77,15755.01,366146.43
Chennai,Cashew,Kar (Early Monsoon),Alluvial,Drip Irrigation,1.89,29.3,76.6,1345.7,6.3,260.2,117.4,139.4,0.51,0.96,1862.78,3520.65
Pudukkottai,Snake Gourd,Kar (Early Monsoon),Red Loam,Canal Irrigation,19.55,27.4,56.2,483.7,6.71,67.0,54.5,56.5,0.97,0.51,9996.97,195440.76
Ramanathapuram,Cucumber,Thai Pattam (Winter / Post-Monsoon),Laterite Soil,Rainfed,16.67,25.5,97.1,667.0,6.46,40.8,24.9,71.2,1.73,0.8,5754.94,95934.85
Nagapattinam,Cowpea,Chithirai Pattam (Summer),Sandy Soil,Rainfed,10.53,28.8,48.7,643.2,7.52,29.4,60.6,13.8,0.24,0.52,390.75,4114.6
Krishnagiri,Cashew,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Drip Irrigation,4.29,29.7,70.0,1463.1,6.16,156.6,78.0,80.2,1.63,0.39,1103.78,4735.22
Chennai,Bitter Gourd,Samba / Thaladi (Main Rice Season),Sandy Soil,Sprinkler,10.4,27.5,70.0,609.0,6.9,65.5,25.7,60.1,0.69,1.02,5827.37,60604.65
Perambalur,French Beans,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Drip Irrigation,14.42,13.2,80.1,748.9,6.76,53.4,102.7,9.6,1.6,0.44,4164.81,60056.56
Dindigul,Carrot,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Well / Tube Well,10.39,20.2,74.0,649.3,6.72,61.2,74.2,102.4,1.6,0.78,16027.45,166525.21
Erode,Little Millet,Chithirai Pattam (Summer),Laterite Soil,Rainfed,20.69,24.3,70.0,397.2,6.43,28.4,25.0,17.3,0.28,1.06,675.91,13984.58
Nagapattinam,Brinjal,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Well / Tube Well,10.44,23.1,65.4,854.7,7.02,31.6,40.5,51.7,1.15,0.74,12173.11,127087.27
Tirunelveli,Cucumber,Thai Pattam (Winter / Post-Monsoon),Alluvial,Drip Irrigation,13.64,35.0,78.6,562.3,6.91,41.4,27.9,46.9,0.54,0.98,8702.03,118695.69
Sivaganga,Tomato,Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Rainfed,19.73,18.9,69.8,920.5,5.64,126.6,116.9,84.4,0.7,0.73,9487.88,187195.87
Viluppuram,Banana,Aadi Pattam (Monsoon Sowing),Black Cotton Soil,Well / Tube Well,6.36,29.1,76.1,1617.1,6.45,240.1,64.2,304.3,0.95,0.54,25196.21,160247.9
Krishnagiri,Green Peas,Purattasi Pattam (Autumn),Clay Loam,Drip Irrigation,13.67,12.3,69.5,638.7,7.26,45.6,81.3,72.0,0.26,0.8,5944.53,81261.73
Tiruvannamalai,Cardamom,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Canal Irrigation,24.62,20.0,67.6,2611.8,5.32,85.1,46.3,158.6,0.72,0.78,382.62,9420.1
Chennai,Castor,Samba / Thaladi (Main Rice Season),Sandy Loam,Sprinkler,21.4,29.5,52.5,405.3,6.41,44.4,29.3,25.5,0.75,0.41,743.33,15907.26
Kallakurichi,French Beans,Kar (Early Monsoon),Red Loam,Drip Irrigation,9.33,17.4,45.2,673.5,6.67,45.8,102.8,46.0,1.69,0.61,6595.31,61534.24
Chengalpattu,Tomato,Aadi Pattam (Monsoon Sowing),Black Cotton Soil,Rainfed,17.5,31.0,59.7,837.9,6.93,161.6,71.5,65.1,0.28,0.65,11875.99,207829.82
Salem,Gingelly (Sesame),Thai Pattam (Winter / Post-Monsoon),Clay Soil,Rainfed,21.79,36.8,67.3,467.8,7.45,50.9,23.3,40.0,1.43,0.62,454.36,9900.5
Ramanathapuram,Ginger,Chithirai Pattam (Summer),Black Cotton Soil,Well / Tube Well,21.47,29.0,82.7,1588.8,5.42,82.0,38.6,36.6,1.74,1.07,6264.7,134503.11
Krishnagiri,Watermelon,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Sprinkler,5.82,29.7,65.2,476.1,6.81,75.7,38.9,85.1,0.92,0.61,23256.81,135354.63
Virudhunagar,French Beans,Samba / Thaladi (Main Rice Season),Alluvial,Canal Irrigation,4.91,16.2,82.8,702.2,6.17,53.3,84.8,77.7,1.23,0.66,7097.74,34849.9
Viluppuram,Cauliflower,Purattasi Pattam (Autumn),Clay Soil,Rainfed,1.5,21.8,77.2,669.6,6.92,112.5,41.2,81.9,1.29,0.99,9072.81,13609.22
Tiruvarur,Sugarcane,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Sprinkler,5.6,29.9,72.4,1476.8,7.31,237.7,76.5,80.1,0.7,0.82,49883.99,279350.34
Erode,Papaya,Aadi Pattam (Monsoon Sowing),Red Loam,Canal Irrigation,2.68,33.5,77.2,1376.0,6.83,182.0,131.5,234.9,1.13,0.44,36490.83,97795.42
Cuddalore,Beetroot,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Drip Irrigation,15.84,25.2,58.5,381.3,7.01,47.5,81.6,96.5,0.91,0.9,9640.29,152702.19
Karur,Radish,Aadi Pattam (Monsoon Sowing),Sandy Loam,Well / Tube Well,0.69,19.6,57.0,561.5,6.95,70.0,30.2,44.8,1.23,0.55,11914.11,8220.74
Dindigul,Jasmine (Mullai / Madurai Malli),Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Drip Irrigation,9.66,26.5,69.7,953.1,7.41,118.7,272.1,242.5,0.94,0.55,4556.11,44012.02
Thanjavur,Pumpkin,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Canal Irrigation,21.0,26.9,79.9,474.6,6.69,80.4,51.3,50.8,0.3,0.59,12793.36,268660.56
Tiruvallur,Sunflower,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Rainfed,15.4,25.2,73.3,547.8,6.87,86.9,82.9,55.3,0.48,0.57,941.54,14499.72
Tirupathur,Black Pepper,Aadi Pattam (Monsoon Sowing),Clay Soil,Drip Irrigation,18.86,23.7,79.7,2150.8,6.14,72.1,33.1,115.2,0.85,0.8,937.56,17682.38
Perambalur,Cauliflower,Kar (Early Monsoon),Clay Soil,Drip Irrigation,1.08,25.9,58.1,480.9,6.72,162.7,116.5,132.2,1.03,0.97,9565.48,10330.72
Krishnagiri,Turmeric,Chithirai Pattam (Summer),Sandy Soil,Drip Irrigation,15.91,25.5,63.1,1510.9,6.18,108.5,67.7,181.6,0.25,0.82,13342.51,212279.33
Dindigul,Cowpea,Chithirai Pattam (Summer),Black Cotton Soil,Canal Irrigation,12.12,24.3,61.2,471.0,6.87,31.4,51.9,5.0,0.5,1.03,703.79,8529.93
Tirupathur,Watermelon,Purattasi Pattam (Autumn),Laterite Soil,Well / Tube Well,6.04,28.8,64.0,627.3,6.66,65.2,49.0,114.5,1.09,0.72,18231.75,110119.77
Tiruchirappalli,Guava,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Rainfed,16.15,25.9,58.0,792.6,7.16,312.6,128.7,274.7,1.73,0.57,10025.46,161911.18
Tirupathur,Barnyard Millet,Chithirai Pattam (Summer),Clay Soil,Well / Tube Well,15.18,30.9,60.4,104.0,6.96,44.6,19.4,37.8,1.7,0.79,775.87,11777.71
Theni,Cardamom,Purattasi Pattam (Autumn),Red Loam,Sprinkler,12.77,18.9,79.1,2614.2,5.89,94.7,114.6,157.9,1.28,1.08,444.25,5673.07
Kanniyakumari,Amla (Indian Gooseberry),Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Sprinkler,21.63,34.1,73.9,948.3,8.2,285.3,110.0,199.3,0.58,0.58,9840.22,212843.96
Tenkasi,French Beans,Chithirai Pattam (Summer),Sandy Loam,Sprinkler,7.33,24.7,79.2,737.8,6.38,53.6,45.3,39.5,1.29,1.02,4696.2,34423.15
Tiruvarur,Guava,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Canal Irrigation,13.57,26.6,62.1,722.4,8.16,158.4,65.4,278.5,1.15,0.87,6436.39,87341.81
Thoothukudi,Papaya,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Well / Tube Well,8.95,30.0,52.4,1506.7,6.9,95.4,217.0,270.2,1.16,0.48,36492.1,326604.29
Chengalpattu,Papaya,Thai Pattam (Winter / Post-Monsoon),Alluvial,Canal Irrigation,5.28,23.5,87.5,1399.7,6.75,170.3,199.0,274.1,0.46,0.44,47644.92,251565.18
Vellore,Pearl Millet,Chithirai Pattam (Summer),Clay Loam,Sprinkler,10.9,26.3,80.1,587.3,6.83,90.0,37.5,17.9,1.06,0.37,979.23,10673.61
Ramanathapuram,Black Pepper,Kar (Early Monsoon),Sandy Soil,Well / Tube Well,23.21,18.6,62.5,2259.6,5.63,92.3,38.2,121.6,1.67,0.91,1102.97,25599.93
Mayiladuthurai,Bottle Gourd,Aadi Pattam (Monsoon Sowing),Sandy Loam,Canal Irrigation,7.9,34.9,76.8,807.3,6.57,59.8,16.9,53.1,1.45,0.88,10964.31,86618.05
Viluppuram,Cardamom,Chithirai Pattam (Summer),Black Cotton Soil,Drip Irrigation,17.12,14.4,74.1,2789.3,5.28,74.1,57.6,163.0,0.98,1.06,384.91,6589.66
Pudukkottai,Paddy,Kar (Early Monsoon),Sandy Loam,Rainfed,13.73,30.3,70.9,942.4,6.0,146.8,49.2,104.7,1.7,0.49,3345.23,45930.01
Kanniyakumari,Cashew,Kar (Early Monsoon),Alluvial,Rainfed,6.62,24.1,68.1,1298.1,5.26,80.7,116.0,151.9,0.49,0.9,1288.77,8531.66
Chennai,Cowpea,Purattasi Pattam (Autumn),Sandy Soil,Rainfed,18.4,27.2,67.4,506.2,7.26,21.4,47.4,81.1,0.4,0.88,585.05,10764.92
Krishnagiri,Pearl Millet,Aadi Pattam (Monsoon Sowing),Clay Loam,Well / Tube Well,20.02,37.5,67.4,489.1,7.24,50.8,44.3,52.7,0.58,1.03,1414.53,28318.89
Tiruvallur,Paddy,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Rainfed,2.15,33.0,64.8,1213.2,7.18,76.0,55.6,66.3,0.51,0.56,2877.46,6186.54
Nagapattinam,Little Millet,Kar (Early Monsoon),Black Cotton Soil,Sprinkler,21.38,25.6,76.7,712.9,6.08,33.7,10.9,26.0,0.28,0.87,462.94,9897.66
Coimbatore,Green Gram,Samba / Thaladi (Main Rice Season),Sandy Loam,Drip Irrigation,12.37,24.5,63.8,562.2,6.99,27.3,52.2,5.0,1.63,0.42,564.92,6988.06
Karur,Pearl Millet,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Canal Irrigation,20.3,31.1,84.3,463.9,8.22,77.6,35.6,43.7,1.7,1.08,1209.36,24550.01
Tiruppur,Ginger,Kar (Early Monsoon),Laterite Soil,Canal Irrigation,10.4,31.5,76.5,1426.7,6.67,57.8,66.3,24.9,0.69,0.86,8071.92,83947.97
Perambalur,Brinjal,Samba / Thaladi (Main Rice Season),Laterite Soil,Sprinkler,3.53,26.7,45.1,866.9,5.97,126.8,48.1,39.4,0.45,0.68,10720.22,37842.38
Virudhunagar,Castor,Samba / Thaladi (Main Rice Season),Clay Loam,Sprinkler,21.65,23.9,67.5,430.1,6.35,40.6,37.0,5.0,1.61,0.68,667.69,14455.49
Ranipet,Bengal Gram,Kar (Early Monsoon),Laterite Soil,Drip Irrigation,4.74,17.8,65.0,391.1,7.55,19.6,43.0,35.4,1.43,0.44,790.17,3745.41
Mayiladuthurai,Grapes,Samba / Thaladi (Main Rice Season),Sandy Loam,Well / Tube Well,7.34,23.8,47.2,555.4,6.56,251.0,140.5,312.8,1.58,0.42,21099.8,154872.53
Viluppuram,Little Millet,Kar (Early Monsoon),Black Cotton Soil,Rainfed,3.35,24.3,54.8,514.6,6.83,34.1,13.3,33.5,1.59,1.06,685.99,2298.07
Nagapattinam,Green Gram,Chithirai Pattam (Summer),Laterite Soil,Canal Irrigation,1.37,31.7,32.2,610.3,8.4,17.0,59.0,13.7,0.36,0.75,335.22,459.25
Madurai,Green Peas,Kar (Early Monsoon),Sandy Loam,Canal Irrigation,18.7,13.8,50.8,701.8,7.22,20.9,61.5,15.3,1.26,0.96,2641.2,49390.44
Karur,Bitter Gourd,Chithirai Pattam (Summer),Clay Loam,Drip Irrigation,22.59,30.2,64.8,713.0,6.38,58.0,28.3,104.4,0.95,0.52,6723.62,151886.58
Pudukkottai,Castor,Kar (Early Monsoon),Sandy Soil,Canal Irrigation,9.68,27.6,62.6,538.5,6.88,24.2,29.7,6.5,1.71,0.69,622.85,6029.19
Perambalur,Bitter Gourd,Chithirai Pattam (Summer),Clay Loam,Drip Irrigation,3.02,34.3,62.6,877.0,5.37,64.9,36.3,16.6,1.22,0.57,3179.67,9602.6
Sivaganga,Cowpea,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Rainfed,4.5,29.2,61.9,660.8,6.48,21.1,41.5,41.9,1.58,0.62,586.09,2637.41
Chengalpattu,Sunflower,Samba / Thaladi (Main Rice Season),Black Cotton Soil,Drip Irrigation,11.12,22.5,73.4,658.9,8.11,97.2,124.2,76.8,0.27,0.44,893.86,9939.72
Sivaganga,Green Peas,Chithirai Pattam (Summer),Sandy Soil,Drip Irrigation,24.46,13.3,72.7,792.0,7.4,39.5,67.7,54.8,1.06,1.02,2999.34,73363.86
Theni,Chilli,Thai Pattam (Winter / Post-Monsoon),Alluvial,Sprinkler,13.02,28.4,61.7,1020.8,6.65,65.0,69.2,74.9,0.93,0.84,3967.43,51655.94
Coimbatore,French Beans,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Drip Irrigation,18.07,19.6,70.3,602.5,6.38,49.8,66.1,10.3,0.32,0.62,5502.68,99433.43
Chengalpattu,Cowpea,Samba / Thaladi (Main Rice Season),Clay Loam,Rainfed,23.45,29.0,75.5,404.8,7.05,22.0,37.0,51.2,0.65,0.99,415.53,9744.18
Tiruvallur,Cabbage,Aadi Pattam (Monsoon Sowing),Alluvial,Canal Irrigation,2.11,10.3,69.7,641.5,6.55,123.2,101.5,142.6,1.38,0.72,11155.79,23538.72
Kallakurichi,Sorghum,Samba / Thaladi (Main Rice Season),Black Cotton Soil,Sprinkler,3.5,32.9,63.9,626.9,6.65,110.2,59.5,17.0,1.13,0.64,1752.14,6132.49
